wishes, होगी,
thickness सघनता
scale. उच्‍च
detachment. वियोग
fond पसन्द
fennel सौंफ
129 129
anytime. बारिश
desires चाहा
time, पैदा
conference सम्मेलन
yellowish इक
Good अच्छे
malnutrition, कुपोषण
estimate आकलन
Maybe मिनट।
takes लेती
Abdul अब्दुल
obstructed अवरूद्ध
absolutely बिल्कुल
vegetables शाक
milk-production. दूध-उत्पादन
idea, बोले
yours. तुम्हारी
centered केन्द्रित
Mohan मोहन
children. बच्चों
factories कारखानों
rengma रेंगमा
Crop-cycle फसल-चक्र
labors, क्रयशक्‍ति
health. तन्दुरुस्ती
poured राष्‍ट्रभक्ति
Joshi, करता,
LOC- 'एल.ओ.सी.'-
petrol पैट्रोल
corners खबरें
families फ़ैमिलीज़
more अधिक
More अधिक
good अधिक
Saffron केंसर
much अधिक
classwork वर्क
5.4 5.4
independence. आजादी
pots. घड़ों
high अधिक
past, अतीत
silkworms. पले
mixes सीमेन्ट
Plant पौधा
Vishal, चुड़ैल
witch. चुड़ैल
fluctuation उतार-चढ़ाव
plant, पौधा
saunf. सौंफ
Greece ग्रीस-
Erikjekins एरिकजेंकिंस
requirements कारखानों
managers "जलवायु
coverings. आवरणों
Rangarajan रंगराजन
dioxide आक्साइड
Nagpur. कृषि-क्षेत्र
example, उदाहरण
10-11. 31.44
enforce रंगराजन
more. अधिक
happen? क्या?
Bairam बैरम
courage. हौसले
poems. प्रकट
alternative वैकल्पिक
out? घुमाने
maximum अधिक
already चुकी
agriculture-field कृषि-क्षेत्र
independence आजादी
Benaras काशी
P.B. पी.
Conferences सम्मेलन
Haridwar हरिद्वार
nutrition पोषणमान
treaty मुगल
poem उत्कृष्ट
greenish-brown हरा-भूरा
loan. जागरूकता
estimate. आकलन
awareness. जागरूकता
saloon सैलून
freedom आजादी
mood मूड
Mughal मुगल
insurance बीमा
stems. कलमों
Policy बीमा
completely. लेती
denseness सघनता
launched बीमा
light, रोशन
fluctuation. उतार-चढ़ाव
backward पिछड़ापन
loves. पूछो
Fluctuation उतार-चढ़ाव
your तेरे
32.8 32.8
products उत्पादकों
Rumsagar. रूमसागर
impatience असहिष्णुता
intolerance असहिष्णुता
cultivated बागबानी
exactly बिल्कुल
unemployed बेरोजगार
Bahu बहु'
Sethiya सेठिया
Umang ऊमंग
green, हरा,
finance. वित्त
Pardon माफ
producers उत्पादकों
colours. बुन
dairy डेयरी
week. सप्ताह
forgive माफ
1.79 रोजाना
Kripal, कृपाल,
He उसने
hoving होविंग
majorly बहुधा
oxide आक्साइड
Excess अधिक
pomegranate अनार
withstands लेती
concrete कंक्रीट
scenery हाजिर
Uncle, मामा,
Organizing सम्मेलन
Coordinator सम्मेलन
places. बहुधा
lobby. लॉबी
chemicals रसायनों
Jailor, दारोगा-ए-ज़िन्दान!
Pomegranate अनार
taken ली
ingredients. सामाग्रियों
rise-fall उतार-चढ़ाव
continued. उतार-चढ़ाव
lighten बालों
hairs. बालों
say कहें
might कहें
safeda सफेदा
khadia. meal)
Children बच्चों
history, इतिहास,
look, देखिये;
discrimination. नवाज़ती
wingless रहित
milege, मिलेंगे,
miss तक?
Czech चैक्स
horses घोड़ों
crops- (Cash
weeks सप्ताह
stems कलमों
also? क्या?
responsible उत्तरदायी
tired? क्या?
Providing उत्पादकों
drama ड्रामा
earn कमाना
asset संपत्ति
ecological प्रचार-प्रसार
divorcee. तलाकशुदा
Insurance बीमा
Saraswat, सारस्वत
High ऊँचा
organizers आयोजकों
lentil. हमला
passess आयोजकों
shopkeepers भारती-वालमार्ट
tall ै,
hair. बालों
Queen क्वीन'
independence, आजादी
1964 1964
Pune पुणे
timber. टिंबर
Surjeet सुरजीत
chemicals. रसायनों
course. क्या?
plants वनस्पति
Bandit क्वीन'
carbon कार्बनिक
Masoom 'मासूम'
it इसे
pulses? सारी?
crop-livestock फसल-पशु
week सप्ताह
It इसे
meet मिलूंगी
commentary कॉमेन्ट्री
afar कॉमेन्ट्री
productive. मृदाएँ
16 सोलह
grafts. कलमों
plucked प्रातःकाल
breeze. बयार
July-June जुलाई-जून)
severe जुड़ी
finances वित्त
sapling पादप
dry शुष्क
anytime इख्तियार
Phone आयेगा,
wheat. प्रभृति
509 623
Tree पादप
80-90%. 90%
28,286 28,286
assume मानकर
vegetation वनस्पति
optional वैकल्पिक
intestines आंत
pink गुलाबी
men आंदोलन
Gardening बागबानी
philosophy, लोकसाहित्य,
samples नमूनों
samples. नमूनों
five पाँच
states पाँच
starting आंदोलन
Jaisariya, जैसरिया
Dry शुष्क
destruction, तबाही
Chabban छब्बन
botanical वनस्पति
prosperity सम्पन्‍नता
blueprint खाका
measuring नपने
producers. कराना।
crying रोना
Among प्रयोगों
Horticulture हॉर्टीकल्चर
May-June मई-जून
Foenum-graecum फोयनमग्रीकम
fighting लड़ाई
Fisheries मात्स्यिकी
Worthy लायक,
Sansar. आउटलेट
Sanatan 'सनातन
everything. लूंगा।
best बढ़िया
hotels होटलों
